Node_type;Gene;GEX_celltype_Log2FC_Delta;GEX_celltype_Log2FC_Epsprogenitors;GEX_celltype_Log2FC_Epsilon;GEX_celltype_Log2FC_Fev+Delta;GEX_celltype_Log2FC_Ngn3high;Region;Gene_signature_name
Gene;Btbd11;-2.1624568;1.5656387;-2.4713044;-0.1443097;2.615821;chr10:85508066-85509069;Neurod2_+_(303g)
Gene;Btbd11;-2.1624568;1.5656387;-2.4713044;-0.1443097;2.615821;chr10:85359400-85360334;Neurod2_+_(303g)
Gene;Btbd11;-2.1624568;1.5656387;-2.4713044;-0.1443097;2.615821;chr10:85371054-85371965;Neurod2_+_(303g)
Gene;Btbd11;-2.1624568;1.5656387;-2.4713044;-0.1443097;2.615821;chr10:85497538-85498495;Neurod2_+_(303g)
Gene;Btbd11;-2.1624568;1.5656387;-2.4713044;-0.1443097;2.615821;chr10:85458737-85459648;Neurod2_+_(303g)
Gene;Btbd11;-2.1624568;1.5656387;-2.4713044;-0.1443097;2.615821;chr10:85425635-85426528;Neurod2_+_(303g)
Gene;Btbd11;-2.1624568;1.5656387;-2.4713044;-0.1443097;2.615821;chr10:85454109-85454983;Neurod2_+_(303g)
Gene;Btbd11;-2.1624568;1.5656387;-2.4713044;-0.1443097;2.615821;chr10:85737190-85738064;Neurod2_+_(303g)
Gene;Fbrsl1;0.029514538;0.26273856;-0.4141918;0.08947858;0.5407471;chr5:110471799-110472719;Neurod2_+_(303g)
Gene;Fbrsl1;0.029514538;0.26273856;-0.4141918;0.08947858;0.5407471;chr5:110371763-110372653;Neurod2_+_(303g)
Gene;Fbrsl1;0.029514538;0.26273856;-0.4141918;0.08947858;0.5407471;chr5:110443077-110443965;Neurod2_+_(303g)
Gene;Fbrsl1;0.029514538;0.26273856;-0.4141918;0.08947858;0.5407471;chr5:110413246-110414195;Neurod2_+_(303g)
Gene;Fbrsl1;0.029514538;0.26273856;-0.4141918;0.08947858;0.5407471;chr5:110392520-110393462;Neurod2_+_(303g)
Gene;Fbrsl1;0.029514538;0.26273856;-0.4141918;0.08947858;0.5407471;chr5:110454919-110455851;Neurod2_+_(303g)
Gene;Fbrsl1;0.029514538;0.26273856;-0.4141918;0.08947858;0.5407471;chr5:110564836-110565879;Neurod2_+_(303g)
Gene;Osbpl5;-0.8991145;1.0516049;-0.44106382;0.56524706;1.2123312;chr7:143767894-143768847;Neurod2_+_(303g)
Gene;Osbpl5;-0.8991145;1.0516049;-0.44106382;0.56524706;1.2123312;chr7:143785076-143785721;Neurod2_+_(303g)
Gene;Osbpl5;-0.8991145;1.0516049;-0.44106382;0.56524706;1.2123312;chr7:143741525-143742419;Neurod2_+_(303g)
Gene;Osbpl5;-0.8991145;1.0516049;-0.44106382;0.56524706;1.2123312;chr7:143905035-143906046;Neurod2_+_(303g)
Gene;Sh2d5;-0.8207166;0.206005;-0.93008924;-0.33801433;1.1114068;chr4:138377256-138378157;Neurod2_+_(303g)
Gene;Sh2d5;-0.8207166;0.206005;-0.93008924;-0.33801433;1.1114068;chr4:138288921-138289841;Neurod2_+_(303g)
Gene;Sh2d5;-0.8207166;0.206005;-0.93008924;-0.33801433;1.1114068;chr4:138136012-138136925;Neurod2_+_(303g)
Gene;Tmem82;-1.0753207;0.91280675;-0.35931405;-1.4883544;1.5947073;chr4:141749404-141750391;Neurod2_+_(303g)
Gene;Tmem82;-1.0753207;0.91280675;-0.35931405;-1.4883544;1.5947073;chr4:141766601-141767579;Neurod2_+_(303g)
Gene;Tmem82;-1.0753207;0.91280675;-0.35931405;-1.4883544;1.5947073;chr4:141751858-141752684;Neurod2_+_(303g)
Gene;Tmem82;-1.0753207;0.91280675;-0.35931405;-1.4883544;1.5947073;chr4:141751066-141751739;Neurod2_+_(303g)
Gene;Tmem82;-1.0753207;0.91280675;-0.35931405;-1.4883544;1.5947073;chr4:141552116-141553038;Neurod2_+_(303g)
Gene;Tmem82;-1.0753207;0.91280675;-0.35931405;-1.4883544;1.5947073;chr4:141621927-141622859;Neurod2_+_(303g)
Gene;Tmem82;-1.0753207;0.91280675;-0.35931405;-1.4883544;1.5947073;chr4:141569629-141570553;Neurod2_+_(303g)
Gene;Cd63;-0.043491364;0.26756984;0.074212536;0.20363721;0.2762502;chr10:128938413-128939416;Neurod2_+_(303g)
Gene;Cd63;-0.043491364;0.26756984;0.074212536;0.20363721;0.2762502;chr10:129025801-129026731;Neurod2_+_(303g)
Gene;Cd63;-0.043491364;0.26756984;0.074212536;0.20363721;0.2762502;chr10:128919074-128919846;Neurod2_+_(303g)
Gene;Cd63;-0.043491364;0.26756984;0.074212536;0.20363721;0.2762502;chr10:128790253-128791171;Neurod2_+_(303g)
Gene;Cd63;-0.043491364;0.26756984;0.074212536;0.20363721;0.2762502;chr10:128878523-128879305;Neurod2_+_(303g)
Gene;Cd63;-0.043491364;0.26756984;0.074212536;0.20363721;0.2762502;chr10:129028931-129029866;Neurod2_+_(303g)
Gene;Cd63;-0.043491364;0.26756984;0.074212536;0.20363721;0.2762502;chr10:128917943-128918779;Neurod2_+_(303g)
Gene;Krtap17-1;-1.9889005;1.5600064;-0.42226613;-0.1382318;2.066384;chr11:99955333-99956172;Neurod2_+_(303g)
Gene;Krtap17-1;-1.9889005;1.5600064;-0.42226613;-0.1382318;2.066384;chr11:99897186-99898123;Neurod2_+_(303g)
Gene;Krtap17-1;-1.9889005;1.5600064;-0.42226613;-0.1382318;2.066384;chr11:99914544-99915487;Neurod2_+_(303g)
Gene;Krtap17-1;-1.9889005;1.5600064;-0.42226613;-0.1382318;2.066384;chr11:99907940-99908950;Neurod2_+_(303g)
Gene;Krtap17-1;-1.9889005;1.5600064;-0.42226613;-0.1382318;2.066384;chr11:99948557-99949563;Neurod2_+_(303g)
Gene;Hpca;-1.885213;1.9621587;-0.04127128;1.470014;2.059056;chr4:129183935-129184875;Neurod2_+_(303g)
Gene;Hpca;-1.885213;1.9621587;-0.04127128;1.470014;2.059056;chr4:129241596-129242527;Neurod2_+_(303g)
Gene;Hpca;-1.885213;1.9621587;-0.04127128;1.470014;2.059056;chr4:129144428-129145271;Neurod2_+_(303g)
Gene;Spint1;-0.22294347;0.50929475;0.29067183;0.28259477;0.63893455;chr2:119334818-119335642;Neurod2_+_(303g)
Gene;Spint1;-0.22294347;0.50929475;0.29067183;0.28259477;0.63893455;chr2:119314706-119315786;Neurod2_+_(303g)
Gene;Spint1;-0.22294347;0.50929475;0.29067183;0.28259477;0.63893455;chr2:119325241-119326136;Neurod2_+_(303g)
Gene;Spint1;-0.22294347;0.50929475;0.29067183;0.28259477;0.63893455;chr2:119361977-119362975;Neurod2_+_(303g)
Gene;Spint1;-0.22294347;0.50929475;0.29067183;0.28259477;0.63893455;chr2:119172721-119173562;Neurod2_+_(303g)
Gene;Ndc1;-2.4324684;1.8092613;-0.19681907;0.36363924;1.9788895;chr4:107366054-107366846;Neurod2_+_(303g)
Gene;Ndc1;-2.4324684;1.8092613;-0.19681907;0.36363924;1.9788895;chr4:107364046-107364834;Neurod2_+_(303g)
Gene;Ndc1;-2.4324684;1.8092613;-0.19681907;0.36363924;1.9788895;chr4:107558349-107559372;Neurod2_+_(303g)
Gene;Ndc1;-2.4324684;1.8092613;-0.19681907;0.36363924;1.9788895;chr4:107221254-107222130;Neurod2_+_(303g)
Gene;Ndc1;-2.4324684;1.8092613;-0.19681907;0.36363924;1.9788895;chr4:107537975-107538926;Neurod2_+_(303g)
Gene;Ndc1;-2.4324684;1.8092613;-0.19681907;0.36363924;1.9788895;chr4:107520561-107521338;Neurod2_+_(303g)
Gene;Dab1;-2.7693634;1.7528867;-1.116219;0.6954261;1.9942065;chr4:103989400-103990342;Neurod2_+_(303g)
Gene;Dab1;-2.7693634;1.7528867;-1.116219;0.6954261;1.9942065;chr4:104443418-104444328;Neurod2_+_(303g)
Gene;Dab1;-2.7693634;1.7528867;-1.116219;0.6954261;1.9942065;chr4:104415164-104416099;Neurod2_+_(303g)
Gene;Dab1;-2.7693634;1.7528867;-1.116219;0.6954261;1.9942065;chr4:104201477-104202365;Neurod2_+_(303g)
Gene;Btg2;-0.060025506;0.3103478;-0.20422389;0.21202973;0.35558277;chr1:134006023-134006980;Neurod2_+_(303g)
Gene;Btg2;-0.060025506;0.3103478;-0.20422389;0.21202973;0.35558277;chr1:134096230-134097111;Neurod2_+_(303g)
Gene;Prom2;-2.873212;1.2889662;0.16722895;1.0689687;1.43537;chr2:127516819-127517651;Neurod2_+_(303g)
Gene;Prom2;-2.873212;1.2889662;0.16722895;1.0689687;1.43537;chr2:127689457-127690308;Neurod2_+_(303g)
Gene;Prom2;-2.873212;1.2889662;0.16722895;1.0689687;1.43537;chr2:127518091-127518968;Neurod2_+_(303g)
Gene;Prom2;-2.873212;1.2889662;0.16722895;1.0689687;1.43537;chr2:127511192-127512031;Neurod2_+_(303g)
Gene;Prom2;-2.873212;1.2889662;0.16722895;1.0689687;1.43537;chr2:127502288-127503123;Neurod2_+_(303g)
Gene;Prom2;-2.873212;1.2889662;0.16722895;1.0689687;1.43537;chr2:127521827-127522567;Neurod2_+_(303g)
Gene;Tnnc1;-1.7474445;1.2964722;0.10834568;1.2180287;1.6209077;chr14:31168111-31169086;Neurod2_+_(303g)
Gene;Tnnc1;-1.7474445;1.2964722;0.10834568;1.2180287;1.6209077;chr14:31294371-31295318;Neurod2_+_(303g)
Gene;Tnnc1;-1.7474445;1.2964722;0.10834568;1.2180287;1.6209077;chr14:31193496-31194381;Neurod2_+_(303g)
Gene;Tnnc1;-1.7474445;1.2964722;0.10834568;1.2180287;1.6209077;chr14:31316167-31317175;Neurod2_+_(303g)
Gene;Dock4;-2.2504787;1.3487499;-0.83870107;0.6073129;1.7188431;chr12:40616069-40617037;Neurod2_+_(303g)
Gene;Dock4;-2.2504787;1.3487499;-0.83870107;0.6073129;1.7188431;chr12:40622678-40623607;Neurod2_+_(303g)
Gene;Dock4;-2.2504787;1.3487499;-0.83870107;0.6073129;1.7188431;chr12:40651217-40652122;Neurod2_+_(303g)
Gene;Dpysl5;-1.833437;1.7891496;-1.2366389;0.24658437;2.0711665;chr5:30593934-30594779;Neurod2_+_(303g)
Gene;Dpysl5;-1.833437;1.7891496;-1.2366389;0.24658437;2.0711665;chr5:30624618-30625536;Neurod2_+_(303g)
Gene;Dpysl5;-1.833437;1.7891496;-1.2366389;0.24658437;2.0711665;chr5:30728581-30729579;Neurod2_+_(303g)
Gene;Dpysl5;-1.833437;1.7891496;-1.2366389;0.24658437;2.0711665;chr5:30741975-30742856;Neurod2_+_(303g)
Gene;Dpysl5;-1.833437;1.7891496;-1.2366389;0.24658437;2.0711665;chr5:30902553-30903465;Neurod2_+_(303g)
Gene;Dpysl5;-1.833437;1.7891496;-1.2366389;0.24658437;2.0711665;chr5:30822405-30823375;Neurod2_+_(303g)
Gene;Dpysl5;-1.833437;1.7891496;-1.2366389;0.24658437;2.0711665;chr5:30803540-30804427;Neurod2_+_(303g)
Gene;Dpysl5;-1.833437;1.7891496;-1.2366389;0.24658437;2.0711665;chr5:30739284-30740212;Neurod2_+_(303g)
Gene;Lynx1;-2.9659863;2.09219;-0.29848245;0.6119735;2.6400194;chr15:74675656-74676467;Neurod2_+_(303g)
Gene;Lynx1;-2.9659863;2.09219;-0.29848245;0.6119735;2.6400194;chr15:74659741-74660660;Neurod2_+_(303g)
Gene;Lynx1;-2.9659863;2.09219;-0.29848245;0.6119735;2.6400194;chr15:74728986-74729908;Neurod2_+_(303g)
Gene;Lynx1;-2.9659863;2.09219;-0.29848245;0.6119735;2.6400194;chr15:74724053-74724747;Neurod2_+_(303g)
Gene;Lynx1;-2.9659863;2.09219;-0.29848245;0.6119735;2.6400194;chr15:74698984-74699868;Neurod2_+_(303g)
Gene;1520401A03Rik;-25.048838;1.0444373;-2.937756;1.2589554;2.7550988;chr17:23708807-23709658;Neurod2_+_(303g)
Gene;1520401A03Rik;-25.048838;1.0444373;-2.937756;1.2589554;2.7550988;chr17:23571065-23571922;Neurod2_+_(303g)
Gene;1520401A03Rik;-25.048838;1.0444373;-2.937756;1.2589554;2.7550988;chr17:23665766-23666382;Neurod2_+_(303g)
Gene;Lypd1;-1.0064805;-0.0817785;-24.321472;-1.1346735;1.6169223;chr1:125861236-125862177;Neurod2_+_(303g)
Gene;Lypd1;-1.0064805;-0.0817785;-24.321472;-1.1346735;1.6169223;chr1:125938551-125939430;Neurod2_+_(303g)
Gene;Lypd1;-1.0064805;-0.0817785;-24.321472;-1.1346735;1.6169223;chr1:125869804-125870869;Neurod2_+_(303g)
Gene;Mex3b;-2.4392197;-0.440457;-1.2957385;0.79870194;0.99682343;chr7:82751936-82752832;Neurod2_+_(303g)
Gene;Mex3b;-2.4392197;-0.440457;-1.2957385;0.79870194;0.99682343;chr7:82838715-82839629;Neurod2_+_(303g)
Gene;Mex3b;-2.4392197;-0.440457;-1.2957385;0.79870194;0.99682343;chr7:82905267-82906176;Neurod2_+_(303g)
Gene;Scin;-2.3047583;1.098614;0.7901625;1.1412385;1.5112275;chr12:40117651-40118247;Neurod2_+_(303g)
Gene;Scin;-2.3047583;1.098614;0.7901625;1.1412385;1.5112275;chr12:40124406-40125377;Neurod2_+_(303g)
Gene;Scin;-2.3047583;1.098614;0.7901625;1.1412385;1.5112275;chr12:39992652-39993513;Neurod2_+_(303g)
Gene;Rnf141;0.047075674;0.44748896;-0.51616734;-0.3583626;0.4629675;chr7:110762497-110763437;Neurod2_+_(303g)
Gene;Rnf141;0.047075674;0.44748896;-0.51616734;-0.3583626;0.4629675;chr7:110952520-110953466;Neurod2_+_(303g)
Gene;Rnf141;0.047075674;0.44748896;-0.51616734;-0.3583626;0.4629675;chr7:110793578-110794469;Neurod2_+_(303g)
Gene;Rnf141;0.047075674;0.44748896;-0.51616734;-0.3583626;0.4629675;chr7:110854262-110855125;Neurod2_+_(303g)
Gene;Rnf141;0.047075674;0.44748896;-0.51616734;-0.3583626;0.4629675;chr7:110980765-110981629;Neurod2_+_(303g)
Gene;Rnf141;0.047075674;0.44748896;-0.51616734;-0.3583626;0.4629675;chr7:110834254-110835175;Neurod2_+_(303g)
Gene;Dmwd;-0.3751215;0.47844076;-0.2755534;0.2604013;0.5782149;chr7:18942108-18943018;Neurod2_+_(303g)
Gene;Dmwd;-0.3751215;0.47844076;-0.2755534;0.2604013;0.5782149;chr7:19015686-19016523;Neurod2_+_(303g)
Gene;Dmwd;-0.3751215;0.47844076;-0.2755534;0.2604013;0.5782149;chr7:18949516-18950406;Neurod2_+_(303g)
Gene;Dmwd;-0.3751215;0.47844076;-0.2755534;0.2604013;0.5782149;chr7:19060995-19061848;Neurod2_+_(303g)
Gene;Dmwd;-0.3751215;0.47844076;-0.2755534;0.2604013;0.5782149;chr7:19127420-19128298;Neurod2_+_(303g)
Gene;Ypel3;-0.16406226;0.32620543;-0.14749312;0.29451606;0.37141982;chr7:126748273-126749172;Neurod2_+_(303g)
Gene;Ypel3;-0.16406226;0.32620543;-0.14749312;0.29451606;0.37141982;chr7:126686227-126687036;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181653091-181654060;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181760906-181761816;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181690105-181691022;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181832515-181833355;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181763559-181764322;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181775546-181776476;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181762613-181763429;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181727442-181728429;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181684151-181684968;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29416764-29417831;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29391722-29393285;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29421201-29422032;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29415135-29416053;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29276476-29277297;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29406689-29407493;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29342367-29343089;Neurod2_+_(303g)
Gene;Ccdc120;0.37738022;0.46127787;0.06925186;0.59885204;0.7997002;chrX:7640533-7641509;Neurod2_+_(303g)
Gene;Ccdc120;0.37738022;0.46127787;0.06925186;0.59885204;0.7997002;chrX:7797039-7797906;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120616450-120617341;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120711975-120712897;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120865979-120866878;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120715951-120716893;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120721286-120722224;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120704498-120705348;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120701867-120702777;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120713589-120714459;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120634974-120635856;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113583809-113584707;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113626513-113627412;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113521099-113521966;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113803291-113804205;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113797671-113798331;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113722316-113723266;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113727898-113728727;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113697896-113698791;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113717543-113718501;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113816746-113817686;Neurod2_+_(303g)
Gene;Fgf18;-2.5060494;2.0679128;-2.0496325;0.21099687;2.7368073;chr11:33109777-33110719;Neurod2_+_(303g)
Gene;Fgf18;-2.5060494;2.0679128;-2.0496325;0.21099687;2.7368073;chr11:33112070-33113005;Neurod2_+_(303g)
Gene;Fgf18;-2.5060494;2.0679128;-2.0496325;0.21099687;2.7368073;chr11:33047307-33048217;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95987631-95988451;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95602910-95603783;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95639128-95640128;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95940521-95941459;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:96028826-96029933;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95665443-95666366;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95478539-95479642;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95476800-95477738;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95869912-95870918;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95768386-95769308;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95984407-95985337;Neurod2_+_(303g)
Gene;Serping1;-0.48053145;0.48345408;0.404404;0.9831731;1.1255614;chr2:84836757-84837680;Neurod2_+_(303g)
Gene;Serping1;-0.48053145;0.48345408;0.404404;0.9831731;1.1255614;chr2:84640759-84641627;Neurod2_+_(303g)
Gene;Rap1gap2;-0.049218316;0.1822676;-0.13318485;0.13318123;0.22933552;chr11:74641217-74642082;Neurod2_+_(303g)
Gene;Rap1gap2;-0.049218316;0.1822676;-0.13318485;0.13318123;0.22933552;chr11:74408580-74409475;Neurod2_+_(303g)
